MSZoning,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SalePrice,Years Before Sale,Years Since Remod
RM,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,TA,Gd,651,Gd,Y,SBrkr,707,1389,1,TA,6,Typ,2,1,240,P,135000,63,17
RL,Reg,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,SLvl,7,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,1518,Gd,Y,SBrkr,1644,1644,2,Gd,5,Typ,1,2,569,Y,275000,20,20
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Hip,CompShg,MetalSd,MetalSd,TA,TA,907,Ex,Y,SBrkr,907,907,1,TA,5,Typ,0,1,352,Y,109008,51,51
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1208,Ex,Y,SBrkr,1208,1208,2,Gd,6,Typ,0,2,628,Y,195400,0,0
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,1392,TA,Y,SBrkr,1412,1412,2,Gd,6,Typ,1,2,576,Y,175000,21,21
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,483,TA,Y,SBrkr,483,987,1,TA,4,Typ,0,1,264,Y,85400,37,37
RM,IR1,Bnk,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,TA,901,Gd,Y,SBrkr,1088,1198,1,TA,7,Typ,0,0,0,N,79900,88,10
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,765,Ex,Y,SBrkr,765,1365,1,TA,6,Min1,0,2,440,Y,122500,36,36
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,926,Ex,Y,SBrkr,926,1604,2,TA,7,Typ,1,2,470,Y,181000,11,10
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,SFoyer,4,Gable,CompShg,CemntBd,CmentBd,TA,Gd,630,Gd,Y,SBrkr,630,630,1,TA,3,Typ,0,0,0,Y,81000,36,36
RL,IR2,Lvl,AllPub,CulDSac,Gtl,PosN,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,799,Ex,Y,SBrkr,827,1661,2,Gd,6,Typ,1,2,550,Y,212000,13,13
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Stucco,Stucco,TA,TA,648,TA,Y,FuseA,734,1118,1,TA,6,Typ,0,2,440,Y,116000,86,56
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,6,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,884,Gd,Y,SBrkr,904,904,1,TA,4,Typ,0,1,180,Y,119000,83,5
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Stucco,TA,TA,440,TA,N,SBrkr,694,694,1,Gd,4,Typ,1,1,352,P,90350,94,5
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,684,Gd,Y,SBrkr,684,1196,1,Gd,7,Typ,0,2,528,Y,110000,89,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,10,Hip,CompShg,VinylSd,VinylSd,Ex,TA,3094,Ex,Y,SBrkr,2402,2402,2,Ex,10,Typ,2,3,672,Y,555000,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,TA,1440,TA,N,FuseF,1440,1440,2,Fa,8,Typ,0,0,0,Y,118000,53,53
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1078,TA,Y,SBrkr,1128,1573,2,TA,8,Typ,1,2,360,P,162900,78,16
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,WdShing,Wd Shng,Gd,TA,1258,Ex,Y,SBrkr,1258,1258,2,Gd,6,Typ,1,3,648,Y,172500,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,915,Ex,Y,SBrkr,933,1908,2,Gd,8,Typ,1,2,493,Y,210000,14,13
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,1436,Fa,Y,SBrkr,1689,1689,1,TA,7,Typ,1,2,480,Y,127500,53,53
RL,IR1,Lvl,AllPub,Corner,Gtl,PosA,Norm,1Fam,1Story,6,Gable,CompShg,BrkFace,Plywood,Gd,TA,1517,Ex,Y,SBrkr,1888,1888,2,Gd,6,Mod,1,2,578,Y,190000,44,8
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,930,Gd,Y,SBrkr,956,1886,2,Gd,10,Typ,1,2,431,Y,199900,8,7
RM,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,MetalSd,MetalSd,TA,TA,780,TA,Y,SBrkr,780,1376,2,TA,7,Typ,1,1,198,N,119500,69,56
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,3,Gable,CompShg,MetalSd,MetalSd,TA,Gd,649,Ex,Y,SBrkr,679,1183,1,TA,6,Typ,0,1,308,Y,120000,59,5
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,813,Ex,Y,FuseA,813,813,1,Gd,5,Typ,0,1,270,N,110000,76,1
RL,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,7,Gable,WdShngl,Plywood,Plywood,TA,TA,1533,TA,Y,SBrkr,1533,1533,2,Gd,5,Typ,2,2,576,Y,280000,31,31
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Hip,CompShg,VinylSd,VinylSd,Gd,TA,872,Ex,Y,SBrkr,888,1756,2,TA,7,Typ,0,2,422,Y,204000,11,10
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,768,Ex,Y,SBrkr,786,1590,2,Gd,6,Typ,0,2,676,Y,210000,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,1728,TA,Y,SBrkr,1728,1728,2,TA,8,Typ,0,2,560,Y,188000,30,30
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,HdBoard,HdBoard,TA,TA,1242,Fa,Y,SBrkr,1242,1242,1,TA,6,Typ,1,2,528,Y,175500,34,34
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,Gable,CompShg,AsbShng,AsbShng,TA,TA,624,Fa,N,SBrkr,624,1344,1,TA,7,Typ,0,3,513,Y,98000,92,58
RL,IR1,Low,AllPub,CulDSac,Mod,Norm,Norm,1Fam,1Story,4,Flat,Tar&Grv,Plywood,Plywood,TA,TA,1364,Ex,Y,SBrkr,1663,1663,1,Gd,6,Min1,2,2,529,Y,256000,54,14
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Hip,CompShg,Stucco,Wd Shng,TA,Gd,588,Fa,Y,SBrkr,833,1666,1,Gd,7,Typ,1,1,228,Y,161000,83,12
RL,IR1,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,709,TA,Y,SBrkr,979,1203,1,Gd,5,Typ,1,1,352,Y,110000,59,59
FV,IR1,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,832,Ex,Y,SBrkr,832,1935,2,TA,8,Typ,0,2,552,Y,263435,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,7,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,Gd,560,Ex,Y,SBrkr,575,1135,1,Gd,6,Typ,0,2,576,Y,155000,73,2
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,864,Gd,Y,SBrkr,864,864,1,TA,5,Typ,1,1,360,Y,62383,44,44
RL,IR1,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,2Story,6,Hip,CompShg,Stucco,Stucco,TA,TA,715,Fa,Y,FuseA,849,1660,1,TA,6,Typ,1,1,240,Y,188700,74,13
RL,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1040,TA,Y,SBrkr,1040,1040,2,TA,5,Typ,0,0,0,Y,124000,31,31
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1375,Ex,Y,SBrkr,1414,1414,2,Gd,6,Typ,1,2,398,Y,178740,2,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Flat,Tar&Grv,Plywood,Plywood,TA,Gd,1277,TA,Y,SBrkr,1277,1277,1,TA,5,Typ,1,2,526,Y,167000,37,37
RL,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,2Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,728,Ex,Y,SBrkr,888,1644,1,Gd,7,Typ,2,1,312,Y,146500,65,12
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1626,Ex,Y,SBrkr,1634,1634,2,Gd,7,Typ,1,3,866,Y,250000,1,1
RL,IR1,Lvl,AllPub,Corner,Gtl,RRNe,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,Gd,TA,832,Ex,Y,SBrkr,832,1710,2,Gd,7,Typ,0,2,506,Y,187000,15,15
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1488,TA,Y,SBrkr,1502,1502,1,Gd,4,Typ,0,2,528,Y,212000,25,25
RL,Reg,Lvl,AllPub,Inside,Gtl,PosA,Norm,1Fam,2Story,7,Mansard,WdShake,WdShing,Plywood,TA,TA,808,TA,Y,SBrkr,1161,1969,2,TA,8,Typ,1,2,534,Y,190000,30,30
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,SLvl,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,547,Ex,Y,SBrkr,1072,1072,1,TA,5,Typ,0,2,525,Y,148000,3,3
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1976,Ex,Y,SBrkr,1976,1976,2,Gd,7,Typ,1,3,908,Y,440000,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,CemntBd,CmentBd,Gd,TA,1494,Ex,Y,SBrkr,1652,1652,2,Ex,6,Typ,0,2,499,Y,251000,7,7
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,TA,TA,970,TA,Y,SBrkr,970,970,1,TA,5,Typ,0,2,624,Y,132500,44,44
RL,Reg,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,1478,Ex,Y,SBrkr,1493,1493,2,Gd,7,Typ,1,2,508,Y,208900,11,10
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Ex,TA,2153,Ex,Y,SBrkr,2069,2643,2,Ex,9,Typ,1,3,694,Y,380000,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1705,Ex,Y,SBrkr,1718,1718,2,Gd,7,Typ,1,3,826,Y,297000,2,1
RM,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Hip,CompShg,Stucco,Stucco,TA,TA,907,TA,Y,SBrkr,1131,1131,1,TA,7,Typ,0,2,672,Y,89471,70,7
RL,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1833,Ex,Y,SBrkr,1850,1850,2,Gd,8,Typ,1,3,772,Y,326000,2,1
RL,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1792,Ex,Y,SBrkr,1792,1792,2,Ex,6,Typ,1,3,874,Y,374000,3,2
RM,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,Stucco,Stucco,Gd,TA,910,Ex,Y,SBrkr,916,1826,1,Ex,7,Min2,1,1,164,Y,155000,94,4
RM,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,Twnhs,1Story,6,Hip,CompShg,VinylSd,VinylSd,TA,TA,1216,Ex,Y,SBrkr,1216,1216,2,TA,5,Typ,0,2,402,Y,164000,8,8
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,Gd,999,Gd,Y,SBrkr,999,999,1,Gd,6,Typ,0,1,264,Y,132500,45,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,Gd,TA,1113,Gd,Y,SBrkr,1113,1113,1,Gd,5,Typ,1,1,264,Y,147000,59,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,TA,1073,TA,Y,SBrkr,1073,1073,1,TA,6,Typ,0,2,515,Y,156000,42,42
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,1484,Gd,Y,SBrkr,1484,1484,2,TA,7,Typ,1,2,487,Y,175000,36,36
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,2fmCon,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,954,TA,N,FuseA,1766,2414,2,TA,10,Mod,1,2,520,N,160000,106,36
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,SFoyer,4,Gable,CompShg,CemntBd,CmentBd,TA,Gd,630,TA,Y,SBrkr,630,630,1,Gd,3,Typ,0,1,286,Y,86000,39,7
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,5,Gable,CompShg,CemntBd,CmentBd,TA,TA,264,TA,Y,SBrkr,616,1304,1,TA,4,Typ,1,1,336,Y,115000,32,32
RL,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,806,TA,Y,FuseA,958,1578,1,Fa,5,Typ,2,1,240,Y,133000,65,56
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,728,Gd,Y,SBrkr,728,1456,2,TA,8,Typ,0,2,429,Y,172785,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,1269,TA,Y,FuseA,1269,1269,1,TA,6,Typ,1,1,308,Y,155000,48,48
RM,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,190,Gd,Y,FuseA,886,886,1,TA,4,Typ,0,1,273,Y,91300,71,13
C (all),Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,720,TA,N,FuseA,720,720,1,TA,4,Typ,0,0,0,N,34900,89,59
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,BrkFace,BrkFace,Gd,TA,3200,Ex,Y,SBrkr,3228,3228,3,Gd,10,Typ,1,2,546,Y,430000,15,14
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Gd,1026,Ex,Y,SBrkr,1133,1820,2,TA,8,Typ,0,1,240,N,184000,83,58
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,HdBoard,HdBoard,TA,TA,864,Ex,Y,SBrkr,899,899,1,Gd,5,Typ,0,1,288,Y,130000,42,5
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,912,Fa,Y,SBrkr,912,912,1,TA,5,Typ,0,1,297,Y,120000,49,22
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,672,TA,Y,SBrkr,672,1218,1,TA,7,Typ,0,1,264,Y,113000,34,34
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,866,Gd,Y,SBrkr,866,1768,2,Gd,7,Typ,0,2,603,Y,226700,3,3
RL,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,TA,1214,Ex,Y,SBrkr,1214,1214,1,TA,6,Typ,0,2,461,Y,140000,42,42
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,BrkFace,Wd Sdng,TA,TA,1501,TA,Y,SBrkr,1801,1801,2,TA,6,Typ,2,2,484,Y,289000,51,13
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,Plywood,Brk Cmn,TA,TA,855,TA,Y,SBrkr,855,1322,2,TA,6,Typ,1,2,440,Y,147000,35,35
RM,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,Duplex,2Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,960,Gd,Y,SBrkr,960,1960,2,TA,10,Typ,0,2,400,N,124500,57,57
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,777,Ex,Y,SBrkr,1065,1911,2,Gd,8,Typ,1,2,471,Y,215000,13,12
FV,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1218,Ex,Y,SBrkr,1218,1218,2,Gd,4,Typ,0,2,676,Y,208300,0,0
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gambrel,CompShg,MetalSd,MetalSd,TA,Ex,689,Ex,Y,SBrkr,689,1378,2,Gd,7,Typ,1,2,360,N,161000,80,3
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1041,Ex,Y,SBrkr,1041,1041,1,TA,6,Typ,0,1,270,Y,124500,50,50
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,Gd,TA,1008,Ex,Y,SBrkr,1363,1363,1,TA,6,Min1,2,1,288,Y,164900,58,9
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1368,Ex,Y,SBrkr,1368,1368,2,Gd,6,Typ,1,2,474,Y,202665,1,0
RL,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,864,TA,Y,SBrkr,864,864,1,TA,5,Typ,0,2,624,Y,129900,48,48
RL,Reg,Bnk,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,Gd,1084,TA,Y,SBrkr,1080,1080,1,TA,5,Typ,0,2,484,Y,134000,24,24
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Unf,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,768,Fa,N,SBrkr,789,789,1,TA,5,Typ,0,1,200,Y,96500,81,57
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,10,Hip,CompShg,CemntBd,CmentBd,Ex,TA,2006,Ex,Y,SBrkr,2020,2020,2,Ex,9,Typ,1,3,900,Y,402861,0,0
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,689,TA,Y,SBrkr,1378,2119,2,TA,7,Typ,1,2,583,Y,158000,37,37
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1264,Ex,Y,SBrkr,1277,2344,2,Gd,7,Typ,1,3,889,Y,265000,13,12
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,794,Ex,Y,SBrkr,882,1796,2,TA,7,Typ,0,2,546,Y,211000,9,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gambrel,CompShg,MetalSd,MetalSd,Gd,TA,1276,Ex,Y,SBrkr,1276,2080,1,Gd,9,Typ,2,1,282,Y,234000,83,5
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2Story,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,0,TA,N,FuseA,694,1294,2,TA,7,Typ,0,0,0,N,106250,108,8
RL,IR1,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,1244,Ex,Y,FuseA,1244,1244,1,TA,6,Typ,2,1,336,Y,150000,50,50
RM,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1.5Fin,6,Gable,CompShg,CemntBd,CmentBd,TA,Gd,1004,Ex,Y,SBrkr,1004,1664,2,TA,7,Typ,2,2,420,Y,159000,59,56
RL,IR1,Bnk,AllPub,Inside,Gtl,PosN,PosN,1Fam,2Story,10,Hip,CompShg,CemntBd,CmentBd,Ex,TA,3138,Ex,Y,SBrkr,3138,4676,3,Ex,11,Typ,1,3,884,Y,184750,0,-1
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1379,Ex,Y,SBrkr,1383,2398,2,Gd,8,Typ,1,3,834,Y,315750,11,10
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1257,Ex,Y,SBrkr,1266,1266,2,Gd,6,Typ,1,2,453,Y,176000,1,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,928,TA,Y,SBrkr,928,928,1,TA,4,Typ,0,1,252,Y,132000,51,7
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Ex,TA,1452,Ex,Y,SBrkr,1476,2713,2,Ex,11,Typ,1,3,858,Y,446261,0,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,528,Ex,Y,SBrkr,605,605,1,TA,5,Typ,0,0,0,N,86000,87,5
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Stone,Gd,TA,2035,TA,Y,SBrkr,2515,2515,3,TA,9,Maj1,2,2,484,Y,200624,50,32
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1461,Ex,Y,SBrkr,1509,1509,2,Gd,5,Typ,1,2,600,Y,175000,20,19
RM,IR1,Lvl,AllPub,FR3,Gtl,RRNn,Feedr,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,611,Ex,Y,SBrkr,751,1362,2,TA,6,Typ,0,2,502,Y,128000,88,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,0,Ex,Y,SBrkr,827,827,1,TA,5,Mod,1,1,392,Y,107500,55,3
RL,Reg,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,1,Gable,CompShg,VinylSd,VinylSd,Fa,Fa,0,Fa,N,FuseF,334,334,1,Fa,2,Typ,0,0,0,N,39300,61,57
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,707,Ex,Y,SBrkr,707,1414,2,Gd,6,Typ,1,2,403,Y,178000,2,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,2Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1117,TA,Y,SBrkr,820,1347,1,TA,5,Typ,0,0,0,N,107500,98,17
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,TA,TA,880,Ex,Y,SBrkr,880,1724,2,Gd,8,Typ,0,2,527,Y,188000,10,9
RL,IR1,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,4,Hip,CompShg,MetalSd,MetalSd,TA,TA,864,TA,Y,SBrkr,864,864,1,TA,5,Typ,0,2,576,Y,111250,36,36
